==================================================================
fastsimcoal started on 26/06/2025 at 14:57:49

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
7215	1	data unknown	998.44	0	0
7216	1	data unknown	921.2	0	0
7217	1	data unknown	2003.39	0	0
7218	1	data unknown	1808.65	0	0
7219	1	data unknown	522.282	0	0
7220	1	data unknown	657.909	0	0
7221	1	data unknown	488.739	0	0
7222	1	data unknown	1260.87	0	0
7223	1	data unknown	625.053	0	0
7224	1	data unknown	553.299	0	0
7225	1	data unknown	868.126	0	0
7226	1	data unknown	3235.06	0	0
7227	1	data unknown	2289.21	0	0
7228	1	data unknown	1800.7	0	0
7229	1	data unknown	4698.63	0	0
7230	1	data unknown	4453.41	0	0
7231	1	data unknown	1168.17	0	0
7232	1	data unknown	1142.91	0	0
7233	1	data unknown	708.916	0	0
7234	1	data unknown	628.475	0	0
7235	1	data unknown	480.995	0	0
7236	1	data unknown	756.577	0	0
7237	1	data unknown	2342.11	0	0
7238	1	data unknown	1144.85	0	0
7239	1	data unknown	783.417	0	0
7240	1	data unknown	1678.13	0	0
7241	1	data unknown	1824.21	0	0
7242	1	data unknown	522.106	0	0
7243	1	data unknown	910.248	0	0
7244	1	data unknown	1715.83	0	0
7245	1	data unknown	3247.47	0	0
7246	1	data unknown	2138.75	0	0
7247	1	data unknown	398.941	0	0
7248	1	data unknown	813.145	0	0
7249	1	data unknown	1387.44	0	0
7250	1	data unknown	1321.54	0	0
7251	1	data unknown	3069.37	0	0
7252	1	data unknown	4738.37	0	0
7253	1	data unknown	302.315	0	0
7254	1	data unknown	2219.94	0	0
7255	1	data unknown	43.8309	0	0
7256	1	data unknown	2109.85	0	0
7257	1	data unknown	971.703	0	0
7258	1	data unknown	2616.61	0	0
7259	1	data unknown	1027	0	0
7260	1	data unknown	644.184	0	0
7261	1	data unknown	1684.74	0	0
7262	1	data unknown	2178.82	0	0
7263	1	data unknown	527.95	0	0
7264	1	data unknown	1893.1	0	0
7265	1	data unknown	152.74	0	0
7266	1	data unknown	583.435	0	0
7267	1	data unknown	878.803	0	0
7268	1	data unknown	929.298	0	0
7269	1	data unknown	555.817	0	0
7270	1	data unknown	598.087	0	0
7271	1	data unknown	719.078	0	0
7272	1	data unknown	1858.18	0	0
7273	1	data unknown	1022.96	0	0
7274	1	data unknown	655.067	0	0
7275	1	data unknown	2765.3	0	0
7276	1	data unknown	3071.02	0	0
7277	1	data unknown	1868.54	0	0
7278	1	data unknown	659.462	0	0
7279	1	data unknown	513.332	0	0
7280	1	data unknown	1721.33	0	0
7281	1	data unknown	592.434	0	0
7282	1	data unknown	2237.92	0	0
7283	1	data unknown	2209.66	0	0
7284	1	data unknown	2636.18	0	0
7285	1	data unknown	1728.2	0	0
7286	1	data unknown	505.543	0	0
7287	1	data unknown	637.859	0	0
7288	1	data unknown	1522.26	0	0
7289	1	data unknown	656.704	0	0
7290	1	data unknown	1132.22	0	0
7291	1	data unknown	629.86	0	0
7292	1	data unknown	3283.13	0	0
7293	1	data unknown	1526.8	0	0
7294	1	data unknown	1986.18	0	0
7295	1	data unknown	1874.37	0	0
7296	1	data unknown	1812.08	0	0
7297	1	data unknown	502.968	0	0
7298	1	data unknown	947.735	0	0
7299	1	data unknown	1723.18	0	0
7300	1	data unknown	545.456	0	0
7301	1	data unknown	1090.56	0	0
7302	1	data unknown	1247.32	0	0
7303	1	data unknown	2721.38	0	0
7304	1	data unknown	3075.01	0	0
7305	1	data unknown	582.199	0	0
7306	1	data unknown	1994.02	0	0
7307	1	data unknown	1214.63	0	0
7308	1	data unknown	1698.11	0	0
7309	1	data unknown	745.667	0	0
7310	1	data unknown	727.684	0	0
7311	1	data unknown	4416.36	0	0
7312	1	data unknown	1665.63	0	0
7313	1	data unknown	1696.73	0	0
7314	1	data unknown	2468.51	0	0
7315	1	data unknown	543.877	0	0
7316	1	data unknown	3332.07	0	0
7317	1	data unknown	1190.37	0	0
7318	1	data unknown	776.737	0	0
7319	1	data unknown	1948.14	0	0
7320	1	data unknown	545.879	0	0
7321	1	data unknown	617.245	0	0
7322	1	data unknown	1387.13	0	0
7323	1	data unknown	1116.49	0	0
7324	1	data unknown	1051.74	0	0
7325	1	data unknown	854.256	0	0
7326	1	data unknown	505.653	0	0
7327	1	data unknown	4646.98	0	0
7328	1	data unknown	2465.39	0	0
7329	1	data unknown	139.313	0	0
7330	1	data unknown	1486.79	0	0
7331	1	data unknown	726.94	0	0
7332	1	data unknown	5929.31	0	0
7333	1	data unknown	2524.67	0	0
7334	1	data unknown	1011.67	0	0
7335	1	data unknown	602.295	0	0
7336	1	data unknown	828.423	0	0
7337	1	data unknown	2238.53	0	0
7338	1	data unknown	1554.7	0	0
7339	1	data unknown	599.163	0	0
7340	1	data unknown	1364.32	0	0
7341	1	data unknown	2072.55	0	0
7342	1	data unknown	515.831	0	0
7343	1	data unknown	2394.17	0	0
7344	1	data unknown	1128.14	0	0
7345	1	data unknown	2056.84	0	0
7346	1	data unknown	1087.78	0	0
7347	1	data unknown	315.247	0	0
7348	1	data unknown	3552.02	0	0
7349	1	data unknown	4463.43	0	0
7350	1	data unknown	3413.11	0	0
7351	1	data unknown	353.661	0	0
7352	1	data unknown	681.099	0	0
7353	1	data unknown	3382.97	0	0
7354	1	data unknown	583.176	0	0
7355	1	data unknown	1472.89	0	0
7356	1	data unknown	1070.97	0	0
7357	1	data unknown	1178.43	0	0
7358	1	data unknown	1785.41	0	0
7359	1	data unknown	640.575	0	0
7360	1	data unknown	5057.11	0	0
7361	1	data unknown	1206.09	0	0
7362	1	data unknown	1870.07	0	0
7363	1	data unknown	2542.34	0	0
7364	1	data unknown	2196.54	0	0
7365	1	data unknown	1978.6	0	0
7366	1	data unknown	2616.49	0	0
7367	1	data unknown	1348.22	0	0
7368	1	data unknown	5322.83	0	0
7369	1	data unknown	593.773	0	0
7370	1	data unknown	946.644	0	0
7371	1	data unknown	1323.76	0	0
7372	1	data unknown	551.853	0	0
7373	1	data unknown	739.246	0	0
7374	1	data unknown	1753.52	0	0
7375	1	data unknown	1596.34	0	0
7376	1	data unknown	3629.97	0	0
7377	1	data unknown	1829.22	0	0
7378	1	data unknown	1866.31	0	0
7379	1	data unknown	1083.42	0	0
7380	1	data unknown	1253.87	0	0
7381	1	data unknown	1654.59	0	0
7382	1	data unknown	896.694	0	0
7383	1	data unknown	1033.71	0	0
7384	1	data unknown	1132.34	0	0
7385	1	data unknown	911.228	0	0
7386	1	data unknown	3961.79	0	0
7387	1	data unknown	911.957	0	0
7388	1	data unknown	782.608	0	0
7389	1	data unknown	992.916	0	0
7390	1	data unknown	1001.95	0	0
7391	1	data unknown	731.461	0	0
7392	1	data unknown	1317.02	0	0
7393	1	data unknown	1022.71	0	0
7394	1	data unknown	1926.74	0	0
7395	1	data unknown	1949.21	0	0
7396	1	data unknown	669.586	0	0
7397	1	data unknown	1372.51	0	0
7398	1	data unknown	1392.85	0	0
7399	1	data unknown	633.797	0	0
7400	1	data unknown	1853.66	0	0
7401	1	data unknown	531.948	0	0
7402	1	data unknown	4014.91	0	0
7403	1	data unknown	1101.29	0	0
7404	1	data unknown	560.127	0	0
7405	1	data unknown	1373.81	0	0
7406	1	data unknown	1589.01	0	0
7407	1	data unknown	537.632	0	0
7408	1	data unknown	590.736	0	0
7409	1	data unknown	230.408	0	0
7410	1	data unknown	927.635	0	0
7411	1	data unknown	2029.95	0	0
7412	1	data unknown	744.099	0	0
7413	1	data unknown	1646.9	0	0
7414	1	data unknown	563.911	0	0
7415	1	data unknown	2548.03	0	0
7416	1	data unknown	2492.95	0	0
7417	1	data unknown	749.176	0	0
7418	1	data unknown	2868.43	0	0
7419	1	data unknown	590.706	0	0
7420	1	data unknown	2672.07	0	0
7421	1	data unknown	645.794	0	0
7422	1	data unknown	921.97	0	0
7423	1	data unknown	3809.3	0	0
7424	1	data unknown	2004.54	0	0
7425	1	data unknown	1238.82	0	0
7426	1	data unknown	2298.32	0	0
7427	1	data unknown	1132.24	0	0
7428	1	data unknown	520.325	0	0
7429	1	data unknown	705.338	0	0
7430	1	data unknown	1774.71	0	0
7431	1	data unknown	1304.22	0	0
7432	1	data unknown	858.128	0	0
7433	1	data unknown	515.255	0	0
7434	1	data unknown	1231.12	0	0
7435	1	data unknown	952.785	0	0
7436	1	data unknown	548.691	0	0
7437	1	data unknown	5925.77	0	0
7438	1	data unknown	966.347	0	0
7439	1	data unknown	1298.74	0	0
7440	1	data unknown	1512.81	0	0
7441	1	data unknown	2168.58	0	0
7442	1	data unknown	3741.7	0	0
7443	1	data unknown	2010.6	0	0
7444	1	data unknown	1635.41	0	0
7445	1	data unknown	908.707	0	0
7446	1	data unknown	3620.33	0	0
7447	1	data unknown	1157.82	0	0
7448	1	data unknown	587.406	0	0
7449	1	data unknown	1563.69	0	0
7450	1	data unknown	675.911	0	0
7451	1	data unknown	501.511	0	0
7452	1	data unknown	1855.72	0	0
7453	1	data unknown	1576.97	0	0
7454	1	data unknown	1636.74	0	0
7455	1	data unknown	497.36	0	0
7456	1	data unknown	991.253	0	0
7457	1	data unknown	795.078	0	0
7458	1	data unknown	1504.75	0	0
7459	1	data unknown	737.591	0	0
7460	1	data unknown	2700.52	0	0
7461	1	data unknown	792.446	0	0
7462	1	data unknown	569.534	0	0
7463	1	data unknown	898.705	0	0
7464	1	data unknown	6609.41	0	0
7465	1	data unknown	1306.8	0	0
7466	1	data unknown	889.095	0	0
7467	1	data unknown	2900	0	0
7468	1	data unknown	2050.48	0	0
7469	1	data unknown	3276.26	0	0
7470	1	data unknown	701.057	0	0
7471	1	data unknown	2342.01	0	0
7472	1	data unknown	610.016	0	0
7473	1	data unknown	1338.02	0	0
7474	1	data unknown	2006.53	0	0
7475	1	data unknown	2941.1	0	0
7476	1	data unknown	1729.35	0	0
7477	1	data unknown	1015.21	0	0
7478	1	data unknown	644.073	0	0
7479	1	data unknown	2395.25	0	0
7480	1	data unknown	8125.92	0	0
7481	1	data unknown	2042.57	0	0
7482	1	data unknown	834.999	0	0
7483	1	data unknown	2181.48	0	0
7484	1	data unknown	2605.08	0	0
7485	1	data unknown	658.409	0	0
7486	1	data unknown	504.848	0	0
7487	1	data unknown	1076.27	0	0
7488	1	data unknown	2032.03	0	0
7489	1	data unknown	841.587	0	0
7490	1	data unknown	144.081	0	0
7491	1	data unknown	1469.36	0	0
7492	1	data unknown	1967.14	0	0
7493	1	data unknown	662.426	0	0
7494	1	data unknown	1540.76	0	0
7495	1	data unknown	2355.81	0	0
7496	1	data unknown	626.049	0	0
7497	1	data unknown	671.532	0	0
7498	1	data unknown	2298.42	0	0
7499	1	data unknown	800.762	0	0
7500	1	data unknown	995.224	0	0
7501	1	data unknown	823.376	0	0
7502	1	data unknown	1051.64	0	0
7503	1	data unknown	1281.11	0	0
7504	1	data unknown	1173.73	0	0
7505	1	data unknown	422.592	0	0
7506	1	data unknown	1695.55	0	0
7507	1	data unknown	1616.29	0	0
7508	1	data unknown	361.328	0	0
7509	1	data unknown	1212.81	0	0
7510	1	data unknown	1468.06	0	0
7511	1	data unknown	1892.2	0	0
7512	1	data unknown	1952.4	0	0
7513	1	data unknown	853.851	0	0
7514	1	data unknown	2291.73	0	0
7515	1	data unknown	752.018	0	0
7516	1	data unknown	536.03	0	0
7517	1	data unknown	2058.03	0	0
7518	1	data unknown	1936.82	0	0
7519	1	data unknown	2183.89	0	0
7520	1	data unknown	581.425	0	0
7521	1	data unknown	1726.97	0	0
7522	1	data unknown	1300.99	0	0
7523	1	data unknown	1336.79	0	0
7524	1	data unknown	1845.48	0	0
7525	1	data unknown	560.314	0	0
7526	1	data unknown	1309.55	0	0
7527	1	data unknown	2656.94	0	0
7528	1	data unknown	547.794	0	0
7529	1	data unknown	1607.24	0	0
7530	1	data unknown	2569.89	0	0
7531	1	data unknown	4768.92	0	0
7532	1	data unknown	1131.36	0	0
7533	1	data unknown	629.314	0	0
7534	1	data unknown	605.576	0	0
7535	1	data unknown	844.814	0	0
7536	1	data unknown	2215.67	0	0
7537	1	data unknown	671.722	0	0
7538	1	data unknown	978.397	0	0
7539	1	data unknown	667.13	0	0
7540	1	data unknown	194.435	0	0
7541	1	data unknown	576.046	0	0
7542	1	data unknown	738.106	0	0
7543	1	data unknown	533.646	0	0
7544	1	data unknown	2195.87	0	0
7545	1	data unknown	738.861	0	0
7546	1	data unknown	1124.79	0	0
7547	1	data unknown	697.369	0	0
7548	1	data unknown	4021.38	0	0
7549	1	data unknown	521.709	0	0
7550	1	data unknown	1568.39	0	0
7551	1	data unknown	595.394	0	0
7552	1	data unknown	782.719	0	0
7553	1	data unknown	421.41	0	0
7554	1	data unknown	1804.17	0	0
7555	1	data unknown	573.067	0	0
7556	1	data unknown	1226.91	0	0
7557	1	data unknown	639.248	0	0
7558	1	data unknown	587.933	0	0
7559	1	data unknown	351.944	0	0
7560	1	data unknown	1707.19	0	0
7561	1	data unknown	105.133	0	0
7562	1	data unknown	1050.44	0	0
7563	1	data unknown	3164.9	0	0
7564	1	data unknown	754.189	0	0
7565	1	data unknown	1242.47	0	0
7566	1	data unknown	463.448	0	0
7567	1	data unknown	907.097	0	0
7568	1	data unknown	750.965	0	0
7569	1	data unknown	581.89	0	0
7570	1	data unknown	1731.64	0	0
7571	1	data unknown	1587.43	0	0
7572	1	data unknown	753.101	0	0
7573	1	data unknown	875.591	0	0
7574	1	data unknown	2073.6	0	0
7575	1	data unknown	521.141	0	0
7576	1	data unknown	2002.57	0	0
7577	1	data unknown	887.531	0	0
7578	1	data unknown	835.682	0	0
7579	1	data unknown	803.341	0	0
7580	1	data unknown	1958.78	0	0
7581	1	data unknown	1668.57	0	0
7582	1	data unknown	1585.66	0	0
7583	1	data unknown	715.755	0	0
7584	1	data unknown	4088.59	0	0
7585	1	data unknown	863.194	0	0
7586	1	data unknown	2219.26	0	0
7587	1	data unknown	1939.96	0	0
7588	1	data unknown	1140.96	0	0
7589	1	data unknown	545.425	0	0
7590	1	data unknown	464.783	0	0
7591	1	data unknown	3777.55	0	0
7592	1	data unknown	1486.63	0	0
7593	1	data unknown	1192.07	0	0
7594	1	data unknown	872.524	0	0
7595	1	data unknown	1192.22	0	0
7596	1	data unknown	1633.41	0	0
7597	1	data unknown	1917.95	0	0
7598	1	data unknown	1329.42	0	0
7599	1	data unknown	2710.61	0	0
7600	1	data unknown	669.384	0	0
7601	1	data unknown	247.498	0	0
7602	1	data unknown	1177.12	0	0
7603	1	data unknown	677.055	0	0
7604	1	data unknown	825.375	0	0
7605	1	data unknown	543.488	0	0
7606	1	data unknown	3057.2	0	0
7607	1	data unknown	1636.86	0	0
7608	1	data unknown	2201.6	0	0
7609	1	data unknown	5091.35	0	0
7610	1	data unknown	1250.92	0	0
7611	1	data unknown	1016.13	0	0
7612	1	data unknown	1618.33	0	0
7613	1	data unknown	952.171	0	0
7614	1	data unknown	545.311	0	0
7615	1	data unknown	539.997	0	0
7616	1	data unknown	899.574	0	0
7617	1	data unknown	1853.28	0	0
7618	1	data unknown	379.524	0	0
7619	1	data unknown	1879.95	0	0
7620	1	data unknown	686.932	0	0
7621	1	data unknown	518.719	0	0
7622	1	data unknown	908.005	0	0
7623	1	data unknown	1955.14	0	0
7624	1	data unknown	531.181	0	0
7625	1	data unknown	602.634	0	0
7626	1	data unknown	602.726	0	0
7627	1	data unknown	3244.11	0	0
7628	1	data unknown	906.742	0	0
7629	1	data unknown	1103.32	0	0
7630	1	data unknown	1450.77	0	0
7631	1	data unknown	896.378	0	0
7632	1	data unknown	640.316	0	0
7633	1	data unknown	2785.76	0	0
7634	1	data unknown	965.13	0	0
7635	1	data unknown	600.349	0	0
7636	1	data unknown	1299.91	0	0
7637	1	data unknown	2032.33	0	0
7638	1	data unknown	811.749	0	0
7639	1	data unknown	3270.92	0	0
7640	1	data unknown	1000.69	0	0
7641	1	data unknown	996.437	0	0
7642	1	data unknown	1229.42	0	0
7643	1	data unknown	1737.84	0	0
7644	1	data unknown	2567.25	0	0
7645	1	data unknown	1672.57	0	0
7646	1	data unknown	2626.02	0	0
7647	1	data unknown	3609.87	0	0
7648	1	data unknown	1021.68	0	0
7649	1	data unknown	1686.56	0	0
7650	1	data unknown	975.174	0	0
7651	1	data unknown	416.374	0	0
7652	1	data unknown	993.095	0	0
7653	1	data unknown	1356.63	0	0
7654	1	data unknown	1932.75	0	0
7655	1	data unknown	427.322	0	0
7656	1	data unknown	1310.23	0	0
7657	1	data unknown	2610.12	0	0
7658	1	data unknown	1141.12	0	0
7659	1	data unknown	1916.15	0	0
7660	1	data unknown	1239.93	0	0
7661	1	data unknown	3416.37	0	0
7662	1	data unknown	695.587	0	0
7663	1	data unknown	830.772	0	0
7664	1	data unknown	2054.86	0	0
7665	1	data unknown	841.606	0	0
7666	1	data unknown	1596.51	0	0
7667	1	data unknown	906.708	0	0
7668	1	data unknown	1268.26	0	0
7669	1	data unknown	870.705	0	0
7670	1	data unknown	687.027	0	0
7671	1	data unknown	919.91	0	0
7672	1	data unknown	2258.56	0	0
7673	1	data unknown	3181.62	0	0
7674	1	data unknown	501.427	0	0
7675	1	data unknown	598.618	0	0
7676	1	data unknown	2440.98	0	0
7677	1	data unknown	752.224	0	0
7678	1	data unknown	1864.57	0	0
7679	1	data unknown	710.606	0	0
7680	1	data unknown	650.536	0	0
7681	1	data unknown	808.201	0	0
7682	1	data unknown	1877.45	0	0
7683	1	data unknown	2527.81	0	0
7684	1	data unknown	1223.42	0	0
7685	1	data unknown	1478.73	0	0
7686	1	data unknown	2203.6	0	0
7687	1	data unknown	503.757	0	0
7688	1	data unknown	971.504	0	0
7689	1	data unknown	1333.11	0	0
7690	1	data unknown	1068.08	0	0
7691	1	data unknown	1401.84	0	0
7692	1	data unknown	1477.6	0	0
7693	1	data unknown	1436.24	0	0
7694	1	data unknown	1287.87	0	0
7695	1	data unknown	697.033	0	0
7696	1	data unknown	1052.19	0	0
7697	1	data unknown	523.109	0	0
7698	1	data unknown	291.557	0	0
7699	1	data unknown	1435.86	0	0
7700	1	data unknown	2910.91	0	0
7701	1	data unknown	2408.45	0	0
7702	1	data unknown	638.298	0	0
7703	1	data unknown	234.261	0	0
7704	1	data unknown	771.992	0	0
7705	1	data unknown	1247.64	0	0
7706	1	data unknown	944.95	0	0
7707	1	data unknown	1237.71	0	0
7708	1	data unknown	2891.56	0	0
7709	1	data unknown	1190.77	0	0
7710	1	data unknown	633.781	0	0
7711	1	data unknown	1309.92	0	0
7712	1	data unknown	854.294	0	0
7713	1	data unknown	1889.05	0	0
7714	1	data unknown	2779.91	0	0
7715	1	data unknown	2098	0	0
7716	1	data unknown	723.427	0	0
7717	1	data unknown	436.134	0	0
7718	1	data unknown	1357.09	0	0
7719	1	data unknown	894.966	0	0
7720	1	data unknown	536.392	0	0
7721	1	data unknown	801.502	0	0
7722	1	data unknown	2994.43	0	0
7723	1	data unknown	375.71	0	0
7724	1	data unknown	22.3923	0	0
7725	1	data unknown	1788.94	0	0
7726	1	data unknown	1426.43	0	0
7727	1	data unknown	217.972	0	0
7728	1	data unknown	1234.11	0	0
7729	1	data unknown	520.55	0	0
7730	1	data unknown	656.216	0	0
7731	1	data unknown	514.469	0	0
7732	1	data unknown	1117.61	0	0
7733	1	data unknown	1408.29	0	0
7734	1	data unknown	1715.05	0	0
7735	1	data unknown	655.205	0	0
7736	1	data unknown	2450.55	0	0
7737	1	data unknown	1038.02	0	0
7738	1	data unknown	2009.04	0	0
7739	1	data unknown	552.879	0	0
7740	1	data unknown	734.703	0	0
7741	1	data unknown	606.697	0	0
7742	1	data unknown	672.146	0	0
7743	1	data unknown	1845	0	0
7744	1	data unknown	317.078	0	0
7745	1	data unknown	585.934	0	0
7746	1	data unknown	2513.38	0	0
7747	1	data unknown	799.358	0	0
7748	1	data unknown	2874.92	0	0
7749	1	data unknown	588.802	0	0
7750	1	data unknown	1397.91	0	0
7751	1	data unknown	49.1714	0	0
7752	1	data unknown	1023.61	0	0
7753	1	data unknown	2150.62	0	0
7754	1	data unknown	1134.93	0	0
7755	1	data unknown	3148	0	0
7756	1	data unknown	1495.32	0	0
7757	1	data unknown	1311.82	0	0
7758	1	data unknown	1093.38	0	0
7759	1	data unknown	481.491	0	0
7760	1	data unknown	1026.26	0	0
7761	1	data unknown	1093.28	0	0
7762	1	data unknown	822.433	0	0
7763	1	data unknown	1233.14	0	0
7764	1	data unknown	1251.75	0	0
7765	1	data unknown	1548.37	0	0
7766	1	data unknown	668.282	0	0
7767	1	data unknown	2908.78	0	0
7768	1	data unknown	806.065	0	0
7769	1	data unknown	1469.76	0	0
7770	1	data unknown	1265.44	0	0
7771	1	data unknown	2639.13	0	0
7772	1	data unknown	2167.07	0	0
7773	1	data unknown	960.213	0	0
7774	1	data unknown	205.421	0	0
7775	1	data unknown	830.696	0	0
7776	1	data unknown	695.545	0	0
7777	1	data unknown	1180.45	0	0
7778	1	data unknown	1380.51	0	0
7779	1	data unknown	1158.03	0	0
7780	1	data unknown	503.689	0	0
7781	1	data unknown	1445.63	0	0
7782	1	data unknown	1714.66	0	0
7783	1	data unknown	678.963	0	0
7784	1	data unknown	1148.14	0	0
7785	1	data unknown	601.711	0	0
7786	1	data unknown	873.997	0	0
7787	1	data unknown	1609.12	0	0
7788	1	data unknown	748.173	0	0
7789	1	data unknown	643.063	0	0
7790	1	data unknown	1023.52	0	0
7791	1	data unknown	3692.51	0	0
7792	1	data unknown	1334.03	0	0
7793	1	data unknown	215.149	0	0
7794	1	data unknown	903.011	0	0
7795	1	data unknown	1060.07	0	0
7796	1	data unknown	1012.06	0	0
7797	1	data unknown	3002.1	0	0
7798	1	data unknown	1661.82	0	0
7799	1	data unknown	538.673	0	0
7800	1	data unknown	535.999	0	0
7801	1	data unknown	3044.5	0	0
7802	1	data unknown	561.607	0	0
7803	1	data unknown	1944.79	0	0
7804	1	data unknown	1979.27	0	0
7805	1	data unknown	2400.71	0	0
7806	1	data unknown	2188.53	0	0
7807	1	data unknown	1406.97	0	0
7808	1	data unknown	1095.43	0	0
7809	1	data unknown	512.619	0	0
7810	1	data unknown	575.974	0	0
7811	1	data unknown	548.054	0	0
7812	1	data unknown	1207.26	0	0
7813	1	data unknown	917.667	0	0
7814	1	data unknown	3129.45	0	0
7815	1	data unknown	642.006	0	0
7816	1	data unknown	1978.71	0	0
7817	1	data unknown	3103.21	0	0
7818	1	data unknown	1548.65	0	0
7819	1	data unknown	282.364	0	0
7820	1	data unknown	2123.53	0	0
7821	1	data unknown	1066.43	0	0
7822	1	data unknown	589.966	0	0
7823	1	data unknown	1298.15	0	0
7824	1	data unknown	2079.29	0	0
7825	1	data unknown	1443.52	0	0
7826	1	data unknown	1254.85	0	0
7827	1	data unknown	1788.2	0	0
7828	1	data unknown	1212.92	0	0
7829	1	data unknown	639.168	0	0
7830	1	data unknown	568.63	0	0
7831	1	data unknown	617.809	0	0
7832	1	data unknown	1685.35	0	0
7833	1	data unknown	1665.17	0	0
7834	1	data unknown	1130.06	0	0
7835	1	data unknown	1109.22	0	0
7836	1	data unknown	3488.95	0	0
7837	1	data unknown	2077.13	0	0
7838	1	data unknown	1605.9	0	0
7839	1	data unknown	517.536	0	0
7840	1	data unknown	844.105	0	0
7841	1	data unknown	1158.42	0	0
7842	1	data unknown	6119.08	0	0
7843	1	data unknown	3467.41	0	0
7844	1	data unknown	1047.5	0	0
7845	1	data unknown	534.283	0	0
7846	1	data unknown	2904.55	0	0
7847	1	data unknown	1130.31	0	0
7848	1	data unknown	877.045	0	0
7849	1	data unknown	1559.33	0	0
7850	1	data unknown	2293.36	0	0
7851	1	data unknown	7354.06	0	0
7852	1	data unknown	589.718	0	0
7853	1	data unknown	2355.86	0	0
7854	1	data unknown	896.549	0	0
7855	1	data unknown	701.481	0	0
7856	1	data unknown	2912.1	0	0
7857	1	data unknown	961.033	0	0
7858	1	data unknown	1072.45	0	0
7859	1	data unknown	2855.06	0	0
7860	1	data unknown	653.233	0	0
7861	1	data unknown	825.939	0	0
7862	1	data unknown	2418.96	0	0
7863	1	data unknown	789.703	0	0
7864	1	data unknown	567.051	0	0
7865	1	data unknown	2176.6	0	0
7866	1	data unknown	2135.41	0	0
7867	1	data unknown	719.78	0	0
7868	1	data unknown	654.629	0	0
7869	1	data unknown	2155.24	0	0
7870	1	data unknown	1105.24	0	0
7871	1	data unknown	725.426	0	0
7872	1	data unknown	788.734	0	0
7873	1	data unknown	2834.78	0	0
7874	1	data unknown	899.029	0	0
7875	1	data unknown	1629.71	0	0
7876	1	data unknown	1038.12	0	0
7877	1	data unknown	1532	0	0
7878	1	data unknown	160.789	0	0
7879	1	data unknown	843.803	0	0
7880	1	data unknown	1817.58	0	0
7881	1	data unknown	1641.04	0	0
7882	1	data unknown	1719.74	0	0
7883	1	data unknown	742.874	0	0
7884	1	data unknown	35.3622	0	0
7885	1	data unknown	1967.87	0	0
7886	1	data unknown	5682.18	0	0
7887	1	data unknown	1812.74	0	0
7888	1	data unknown	151.939	0	0
7889	1	data unknown	1970.66	0	0
7890	1	data unknown	958.977	0	0
7891	1	data unknown	1171.03	0	0
7892	1	data unknown	1127.45	0	0
7893	1	data unknown	2015.51	0	0
7894	1	data unknown	2254.36	0	0
7895	1	data unknown	711.868	0	0
7896	1	data unknown	4670.03	0	0
7897	1	data unknown	1101.17	0	0
7898	1	data unknown	735.146	0	0
7899	1	data unknown	3216.96	0	0
7900	1	data unknown	2095.6	0	0
7901	1	data unknown	1962.27	0	0
7902	1	data unknown	735.405	0	0
7903	1	data unknown	4242.92	0	0
7904	1	data unknown	640.686	0	0
7905	1	data unknown	1276.5	0	0
7906	1	data unknown	806.911	0	0
7907	1	data unknown	1105.88	0	0
7908	1	data unknown	1201.11	0	0
7909	1	data unknown	1299.01	0	0
7910	1	data unknown	1156.27	0	0
7911	1	data unknown	1952.55	0	0
7912	1	data unknown	1222.01	0	0
7913	1	data unknown	2901.98	0	0
7914	1	data unknown	561.695	0	0
7915	1	data unknown	544.178	0	0
7916	1	data unknown	212.555	0	0
7917	1	data unknown	1122.8	0	0
7918	1	data unknown	889.782	0	0
7919	1	data unknown	3466.28	0	0
7920	1	data unknown	555.866	0	0
7921	1	data unknown	912.407	0	0
7922	1	data unknown	313.568	0	0
7923	1	data unknown	1897.23	0	0
7924	1	data unknown	878.41	0	0
7925	1	data unknown	1262.67	0	0
7926	1	data unknown	1228.95	0	0
7927	1	data unknown	688.385	0	0
7928	1	data unknown	973.759	0	0
7929	1	data unknown	1538.69	0	0
7930	1	data unknown	199.928	0	0
7931	1	data unknown	1647.51	0	0
7932	1	data unknown	563.053	0	0
7933	1	data unknown	1128.12	0	0
7934	1	data unknown	956.314	0	0
7935	1	data unknown	761.768	0	0
7936	1	data unknown	692.52	0	0
7937	1	data unknown	2138.75	0	0
7938	1	data unknown	685.135	0	0
7939	1	data unknown	977.039	0	0
7940	1	data unknown	1015.32	0	0
7941	1	data unknown	2392.22	0	0
7942	1	data unknown	1499.23	0	0
7943	1	data unknown	2013.55	0	0
7944	1	data unknown	2346.2	0	0
7945	1	data unknown	2610.43	0	0
7946	1	data unknown	645.733	0	0
7947	1	data unknown	1011.59	0	0
7948	1	data unknown	716.915	0	0
7949	1	data unknown	1675.17	0	0
7950	1	data unknown	888.939	0	0
7951	1	data unknown	389.9	0	0
7952	1	data unknown	574.799	0	0
7953	1	data unknown	2488.29	0	0
7954	1	data unknown	730.675	0	0
7955	1	data unknown	3134.98	0	0
7956	1	data unknown	1156.15	0	0
7957	1	data unknown	1572.65	0	0
7958	1	data unknown	575.584	0	0
7959	1	data unknown	2523.01	0	0
7960	1	data unknown	778.862	0	0
7961	1	data unknown	1555.27	0	0
7962	1	data unknown	595.085	0	0
7963	1	data unknown	837.875	0	0
